Comment,Author,Date
Essa música de fundo ajuda muito pra vc chorar. É olha que é o primeiro vídeo que estou assistindo,Alessandra Coelho,2018-05-31T00:40:27Z
Acho que vou chorar tbm 😢😢😢,Alessandra Coelho,2018-05-31T00:39:07Z
Faz 1 ano que eu não vejo minha host family 💔💔💔 ... deu muitasss saudadessss ❤💔,Laura Vieira - Lau_Viih,2018-05-30T18:14:34Z
Chorei bastante vendo esse video😭😭 muito emocionante!,Ariany Rocha,2018-05-29T14:53:08Z
Chorei vendo seu vídeo. Fiquei um ano com uma host family na Turquia e tenho muuuuita vontade de rever minha família,Bárbara Duarte,2018-05-28T01:07:06Z
"Vc fez uma surpresa,<br>...mas como sabia o endereço certinho para ir chegar na casa da sua ex host family?",Sofia Guedes,2018-05-28T00:28:59Z
"Oi. Eu chorei muito aqui, sendo q esse é  o primeiro vídeo q vejo seu kkk. Já  estou na faculdade,  então intercâmbio apenas após isso akakkk. Eu tbm iria muito desejar voltar para ver a família,  e q bom q na segunda vez a experiência foi boa.",Thayla Sampaio,2018-05-27T15:11:17Z
Posso assisti 10 vezes e vou chorar as 10 ❤️❤️❤️,Julia Freire,2018-05-27T04:23:26Z
Estou em prantos!!!!! E rindo horrores tb!!! hauhauhau,Laissa Soares,2018-05-27T00:56:38Z
Que demais! Quase caiu uma lágrima aqui e eu conheci seu canal justamente agora hahaha,Vinícius Alves,2018-05-24T02:58:43Z
Nunca fiz intercâmbio mas eu chorei kkkkk omodeuso que fofoooooo 😍,ARTattoo,2018-05-22T19:52:40Z
Você TEM 26 ANOS? MENINA TU TEM CARA DE 15,Maru MERJ,2018-05-21T16:18:51Z
❤,micaela lima,2018-05-20T21:04:03Z
"Vim parar nesse vídeo por acaso, chorei",Renda extra na internet,2018-05-20T01:52:24Z
mdss eu chorei mano KKKKJ<br>nem sei como vim parar aqui,Marcela Lima,2018-05-19T18:14:52Z
Você acredita que eu me emocionei com a sua história 😢,𝕬𝖉𝖗𝖎𝖆𝖓𝖔 𝕽𝖎𝖈𝖆𝖗𝖉𝖔,2018-05-19T17:44:54Z
"manoooo, como assim, a cidade tem tipo 200 e poucos habitantes",Ana Vitoria,2018-05-18T19:42:32Z
Eu só fiquei imaginando um zumbi surgindo do nada kkkkkk,Giih Brevinelly,2018-05-18T00:48:10Z
terceiro vídeo que vejo e já to chorando aaa,Amanda Pereira,2018-05-17T21:07:01Z
"Primeira vez que caio aqui no seu canal e vejo um vídeo seu. Cara, chorei haha. Emocionante o reencontro.",Di Di,2018-05-17T18:44:05Z
Nossa mano eu nem te conheço mas chorei de tao lindo ❤ parabéns pela host family maravilhosaa,La Rouge,2018-05-17T03:08:45Z
Nossaaaaa chorei d+,Gabriela Menezes,2018-05-16T19:29:42Z
Incrivel!!!! Video maravilhoso!!!,Caroline Carvalho,2018-05-16T17:16:46Z
Acho que já perdi a conta de quantas vezes vi esse vídeo kkkkkk foi o primeiro video do canal que eu assisti e já me inscrevi logo de cara. Amo seus vídeos porque a forma como você fala da a sensação de que está contando pessoalmente é como se estivéssemos sentadas conversando e vc contando a história.... É mto engraçado isso. Esse vídeo em especial da pra sentir a sua emoção nesse reencontro. E que bom que as sementes plantadas lá atrás renderam bons frutos neh... Não poderia ser diferente... Vc parece ser muito do bem. Bjos,Ana Luiza Guerra,2018-05-16T15:31:34Z
man <br>os momentos q vc compartilha nos seus vídeos dariam um ótimo filme/série!<br>me divirto assistindo seu canal!<br>bjs,Ana Cristina,2018-05-15T23:44:08Z
omg to chorando com esse vídeo aaaaaa,Emilly Lopes,2018-05-14T09:33:07Z
Caaara o sotaque dela o jeito que ela fala è muuuuuito igual a camila pipoka ;-;,Park Universal,2018-05-14T00:38:26Z
Ainda bem que eu não fui a única chorona kkkkkk adorei +1 inscrita 😘,Helen Santos,2018-05-13T13:06:51Z
Essa casa parece filme de terror,Estefane Cruz,2018-05-12T21:30:49Z
você fez grandes e bons amigos na Georgia. você é muito abençoada! 💖,Attena 12,2018-05-12T16:06:29Z
"Mano eu chorei, e nunca tinha assistido teus videos, ganho mais 1 escrita ❤️",Andreia Silva,2018-05-11T18:34:16Z
Chorei,Adrielli Muniz,2018-05-11T03:24:22Z
Owww achei muito lindo juro quase chorei ❤️❤️❤️❤️,Nathy Sabatke,2018-05-11T01:46:48Z
Chorei mt,Lavínia Viana,2018-05-10T19:58:36Z
Chorei... E cai de paraquedas aqui <br>Muito lindo,Eduarda Cristina,2018-05-10T02:57:42Z
Alguém pode por favor me dizer o nome da música que toca quando ela chega na casa para o reencontro?,uma louca qualquer,2018-05-10T00:42:03Z
que fofos,Mariah Clara,2018-05-09T23:34:32Z
"Não sei como cheguei aqui, mas que história linda! Emocionante ♡",Bianca Reis,2018-05-09T19:38:19Z
Qual o nome da musica que tava no fundo?,OSWALDO MAURÍCIO,2018-05-07T02:03:54Z
"Chorando litros, arrasada! QUE LINDOOOOO!",Sara Diniz,2018-05-05T21:17:44Z
Sua mãe americana te ama de verdade... Que coisa linda,TodasEssasHistórias,2018-05-04T23:45:35Z
melhor historia,WELLINGTON LIMA,2018-05-02T20:10:25Z
"Cara, chorei!!! Ain que lindos",Duda Klein,2018-05-02T18:42:32Z
Confesso que caiu uma lágrima,Julya Gandra,2018-04-27T23:42:23Z
Que legal vei kkkk morri de rir😂😂😂😂,Matewxw,2018-04-27T02:02:54Z
"Cheguei no seu canal do nada, pra falar a verdade eu nem sei como hahahaha. Mas eu me senti tão feliz por você!",Mari Bsaibes,2018-04-26T22:40:27Z
Sou seu fã ❤️❤️❤️❤️❤️,Higor Cerqueira,2018-04-26T00:44:28Z
"Que video maravilhoso, chorei com certeza 😍😍😍😍",Thaina Gabrieli,2018-04-25T16:59:08Z
Tb fui au pair nos Estados Unidos 9 anos atrás. Realmente a gente amadurece mt. Adorei a experiência. Tb só voltei lá esse ano. Qual foi a sua agência de intercâmbio?,Camila Silva,2018-04-23T14:43:12Z
Chorei com o vídeo kkkk muito emocionante ❤️,Luana Souza,2018-04-23T02:34:07Z
"Fiquei emocionada com esses reencontros, foi lindo ❤",Aline Costa,2018-04-22T21:36:05Z
"Que lindo, parabéns",felipe Silvestre Rossatto de medeiros,2018-04-22T16:42:27Z
Você parece ter 18 aninhos!!!!!,CANAL COZINHA SEM MISTÉRIO,2018-04-21T19:31:56Z
"Gostei demais do seu video!!muito natural,cheia de carisma!!!",CANAL COZINHA SEM MISTÉRIO,2018-04-21T19:31:03Z
Muito legal seu vídeo! Chorei!!,Ingrid Witter,2018-04-21T09:59:07Z
Que vídeo gostoso de assistir ♥️,trechos de vida,2018-04-20T15:05:24Z
"Velho, chorei! Que lindo mds! Sempre quis fazer intercâmbio, mas nunca pude. Assistir esses vídeos me deixa super feliz!  &lt;3",Karyland,2018-04-20T04:21:53Z
É incrível como você passa o que estar sentindo neste vídeo! Até eu estou com vontade de chorar 💜,Gabi Gabi,2018-04-19T20:55:36Z
Nossa eu até chorei kkk,Vitória Gonçalves,2018-04-19T10:38:34Z
"CHOREI LITROS. Que alegria poder rever os seus queridos! &lt;3 Fiz high school em 2009 em Arkansas, voltei pra revê-los em 2012, foi incrível e mal posso esperar para revê-los esse ano novamente!",Tainá Muniz,2018-04-18T04:22:47Z
Muito Emocionante. Linda Historia de vida.,FALA NARDUCCI ,2018-04-17T02:01:53Z
Camila como vc conseguiu fazer intercâmbio? Como vc fez?,Naiara Vasconcelos,2018-04-16T20:42:13Z
"AAAAA eu chorei na hora do reencontro, sabe aquele nervosismo na hr que você ta quase chegando até eles? então, eu senti daqui também kkkkkk",DAY,2018-04-16T03:46:49Z
Chorei kkk,Bella Pierini,2018-04-13T22:51:15Z
chocada com sua idade. Parece muuuuuito mais nova,Victória B.,2018-04-12T00:59:00Z
Vc é mto linda ❤ parabens  por essa historia :),Mc liion,2018-04-10T06:01:23Z
"eu to chorandooo com esse video! ❤ que alegria! ❤❤❤ amei demais essa historia, e espero passar por ela em algum momento ❤ eu AMEI",Helo,2018-04-10T03:03:35Z
chorei junto,Juuh Siilva,2018-04-07T14:50:15Z
"caraca vc é igualzinha a Raquel Fristaly, sla escrever mas é isso ai kkkkk",Luana,2018-04-05T20:56:40Z
"E as gêmeas, da primeira família, vc ainda tem contato c elas?",Mari Rodrigues,2018-04-02T18:54:20Z
Foi emocionante ver esse vídeo! Imagino como foi a sensaçãooo!!!,Hebert Oliveira,2018-04-02T11:39:01Z
"Eu fiz a mesma coisa esse ano, voltei para a casa dos meus host depois de quase 5 anos... e foi a melhor coisa que eu fiz melhor sentimento... entendo perfeitamente todo esse amor por uma família &quot;nem é sua&quot;... eu tbm fui super bem recebida e tratada durante o meu intercâmbio e amo minha host family ❤ e não tem como não se emocionar!",Taina Lopes,2018-04-02T00:47:43Z
"Venho pela 3 vez assistir esse vídeo, me emociona tanto! parece até que é a primeira vez que assisto, você me inspira a não desistir do meu sonho de conhecer os Estados Unidos apesar de todas as circunstâncias,  eu não quero e não vou desistir!! nesse domingo de Páscoa você me deu mais um gás para persistir nesse sonho. te desejo o melhor ❤",Leticia Viana,2018-04-01T16:43:52Z
Manoo QUE vc ta cm 26 anos nesse video? Cara parece q vc mt mais nova,Hugo Mourão michelini De Souza,2018-04-01T04:47:16Z
"Mds que vídeo maravilhoso, chorei aqui, que legaaaaal mano ❤️",camille,2018-04-01T04:11:11Z
Da pra fazer intercâmbio nos EUA sem saber falar inglês???,Zariff Torres,2018-03-31T17:23:17Z
Que delicia de vídeo 😍😍😍,Cassia Guedes,2018-03-31T02:14:04Z
"Nome da música <a href=""https://www.youtube.com/watch?v=dPEXVZDBhdQ&amp;t=2m29s"">2:29</a>?",Rr M,2018-03-31T00:32:17Z
Chorei real 😢,Mukasey,2018-03-30T18:20:07Z
"Mano que vídeo foda! Bem aquilo que vemos nos filmes das famílias mais do interior do EUA, que são receptivas, amorosas com os amigos dos filhos e etc. Vou fazer intercâmbio, mas não vou ficar em Host, acho que já tou repensando hahahha",Luanderson Guimarães,2018-03-30T18:10:06Z
"nossa é o primeiro vídeo seu que eu vejo,e chorei mtmtmt",Ceci Rodrigues,2018-03-30T15:22:19Z
Que sensação incrível!!!!,Ivan Souza,2018-03-29T12:57:45Z
"Cai aq de paraquedas, esse vídeo me trouxe uma felicidade enorme, e reforçou ainda mais minha vontade de fazer intercâmbio❤",Eduarda Araújo,2018-03-28T01:58:28Z
Blackbird❣️,Natália Rodrigues,2018-03-26T04:06:34Z
que coisa maravilhosa. também sinto falta da minha host family. &lt;3,Ana Carolina Nieri Albino,2018-03-25T23:19:04Z
nossa eu chorei com todo esse amor que vcs transmitiram &lt;3 &lt;3,Ariana Santos,2018-03-25T00:04:50Z
Qual o nome da música de quando você entrou na casa?,Loja Gabirl,2018-03-23T02:45:40Z
Primeiro vídeo e chorei horrores!!,Iasmim Mesquita,2018-03-23T00:46:40Z
"Nossa, vai fazer 2 anos que eu voltei do meu intercâmbio. Chorei demais vendo a felicidade de vocês, meu sonho rever minha host family, minha cidade, minha &quot;host house&quot; 😍😭",Grayce Kelle,2018-03-22T03:13:23Z
Vim parar aq do nada e jà chorei pacas amei,Lorranny Almeida,2018-03-22T00:38:48Z
Uma caminhonete que te oferece ajuda e aí a família é canibal 😂😂😂😂😂😂😂😂😂😂 hahahaha adorei esse vídeo! Inscrita!! 🤣✨🎉,Jackie Flores,2018-03-21T16:42:50Z
EU CHOREEI MUITO SOCORRO QUE LINDO,clueless,2018-03-20T05:58:57Z
E quando ela pergunta pro pequeno: “o que aconteceu contigo durante todos esses anos?” E ele responde “não sei.. mas eu continuo te amando!” 😭😍,Nadine mina,2018-03-19T08:15:07Z
A parte do reencontro é a música mesmo?,Tutu & Pikena,2018-03-19T06:41:42Z
"Caramba que coisa maravilhosa, ainda mais tocando Jack Johnson. Chorei real",Ada Evelyn Maia,2018-03-19T03:50:28Z
"Meu sonho e fazer intercambio na Geórgia,atlanta! !! So não acho uma agência pra ir",Kaay Soares,2018-03-19T03:23:28Z
"Cara essa música para entrar na casa, para quem não fala inglês JÁ faz chorar imagina para quem fala",Júlia Fernandes Moreira,2018-03-18T20:01:11Z
Chorei horrores,Laura Liboni,2018-03-18T18:41:29Z
"nossa, chorei horrores. nunca tinha assistido nenhum vídeo seu, agora sou um novo inscrito. obrigado por compartilhar :)",~jedivibes~,2018-03-18T15:44:42Z
Nnossa choreii demaaiiis história linda 😍,Lavínia Souza.S,2018-03-16T12:07:13Z
"Eu tô chorando com esse vídeo . Nossa cara,que massa toda a história. ❤️👏",Leonardo Moreira,2018-03-15T14:33:46Z
eu chorei,dayana marcelha,2018-03-14T17:57:56Z
Que lindo.. Chorei 😍,Crepaldi,2018-03-11T10:40:22Z
Chorei tanto sou MT emotiva tbm...,Alissandra Carvalho,2018-03-11T05:23:04Z
"Cara, na moral, chorei pakas... QUERO FAZER INTERCÂMBIO",Tayná Gonçalves,2018-03-09T02:58:11Z
"<a href=""https://www.youtube.com/watch?v=dPEXVZDBhdQ&amp;t=4m27s"">4:27</a> de vídeo e eu já tô soluçando de tanto chorar. Que coisa mais linda! ❤️",Jhena Ferreira,2018-03-08T22:27:42Z
eu chorei 💙,Julia Antonieli,2018-03-08T20:26:30Z
Que lindooo,larissa pousada,2018-03-08T16:43:15Z
Que lindo esse vídeo 👏👏👏👏👏👏,alessandra patanga,2018-03-05T12:57:38Z
"Nossa muito  bacana o carinho da host Family por você,lindo de ver😍",Bruna Fernandes,2018-03-03T18:50:55Z
me emocionei muito..,Samylla Aris,2018-03-03T00:23:34Z
foi um dos videos mais curto que já  vi sobre intercâboi mais foi um  melhores.,Andre Gomes,2018-03-02T22:57:50Z
"muito muito legal, muitos Brasileiros falam de uma  maneira dos americanos como se eles não tifese setimendo nei um",Andre Gomes,2018-03-02T22:31:39Z
Uma família canibal ai vc tá ferrada KKKKKKKKK mano melhor vídeo ❤️❤️❤️❤️😂😂 mto eu,Duda Melo,2018-03-01T16:51:00Z
Que lindo! 😍,Samara Colvero,2018-03-01T01:40:43Z
"Me emocionei... Assistindo pela a primeira vez o seu canal, parabéns pelo conteúdo +1inscrito",NANDIA,2018-02-28T07:16:01Z
Que vídeo foda! 😍❤️,Catolé agora,2018-02-28T04:41:26Z
Nossa chorei haha<br>Primeiro vídeo que assisto do seu canal e chorei ao ver a reação da sua &quot;mom&quot;.,Marila Souza Nascimento,2018-02-28T01:42:39Z
"Caí aqui aleatoriamente aqui e me emocionei com teu vídeo! Na minha época de ensino médio eu sempre tive um sonho de fazer intercâmbio de High School, mas nunca tive oportunidade. Que reencontro maravilhoso cheio de amor e de alegria, realmente uma coisa linda de se ver! Já parou pra pensar numa coisa doida do tipo, que você poderia nunca ter passado por isso na tua vida? Que poderia nunca ter conhecido essas pessoas maravilhosas, e que elas estariam cada um vivendo a sua vida em cada canto e pronto? Hahaha. Daí você para e pensa que teve essa experiência única e maravilhosa e tua felicidade e emocional vão a mil. Quando vi as fotos eu fiquei bem emocionado também como se eu tivesse vivenciado aquilo, que engraçado como nosso emocional consegue se envolver facilmente com imagens e trilha sonora, né? Obrigado por ter trazido esse vídeo maravilhoso! :D",Mewkshake,2018-02-27T12:33:38Z
Aai que coisa linda gente 😍,Daniel Vianna,2018-02-27T04:32:33Z
Já assisti esse video vim só pra rever de novo!,Yuri Silva,2018-02-25T21:44:18Z
Ganhou uma inscrita.Familia linda,Teca luz,2018-02-25T20:16:34Z
&lt;3 &lt;3 &lt;3,Chris P. Bacon,2018-02-25T01:05:06Z
"ah meu, encheu meu olho de cisco........",Chris P. Bacon,2018-02-25T00:57:39Z
Vc teve contato com as gêmeas depois de ter saído da casa?,Geovanna Noëlle Blagden,2018-02-24T17:42:51Z
Sensacional este video. Em tá cantando na trilha? Aquilo em cima da mesa é um helicóptero?,Literatura Clandestina,2018-02-24T13:51:59Z
Chorei real &lt;3,Miriã Reis,2018-02-23T17:25:53Z
"❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ Não tenho palavras para descrever essa situação essa sensação, simplesmente incrível essa história. ❤Amei❤",Liiza Luiz,2018-02-23T17:17:49Z
Primeira vez que vejo o seu canal e já estou chorando!,Gleyce Pinheiro,2018-02-22T20:48:03Z
Ahh to chorando,infinitte,2018-02-21T19:22:47Z
Nossaaa.   Chorei muitoooo kkkkk,Samara Açucena,2018-02-21T02:09:32Z
Menina vc me matou de chorar!!!!!!!!!!,Michelly C,2018-02-21T01:23:54Z
ME PAPOQUEI DE RIR COM AS HOST MOM KKKKKKKK PARECE MINHAS TIA S,João Gabriel Batista dos Santos,2018-02-20T03:25:59Z
Não acredito tô chorandooo,Laura Silva,2018-02-20T03:08:33Z
Gente amei! Até chorei rs,Thaina Trombetta,2018-02-19T10:07:54Z
Que lindo!!!!!! ❤,Janaina Silva,2018-02-19T01:10:39Z
Qual os nomes das musicas?,Jessica Machado,2018-02-18T05:34:08Z
"Meu Deus do ceu, chorei tantoooo! que sensação mano...",Ingrid Guimaraes,2018-02-16T20:14:40Z
gnt chorei n sei pq kkk,Raíssa Oliveira,2018-02-16T01:17:04Z
"chorei, que bênção uma host family assim! E vooooocê, que fofa !",vicky antunes,2018-02-16T00:20:33Z
To so um mês sem ver minha host family e já to sofrendo kkkk,Duda Melatte,2018-02-15T23:34:22Z
Eu ameeeei!!!,Alleane Calazans,2018-02-15T22:32:50Z
ai que legal 😭,Letícia rosón,2018-02-15T21:46:14Z
"Mann isso é um aprendizado de vida namoral,já chorei no primeiro vídeo junto com ela vey",Polonesa_,2018-02-15T20:28:19Z
Amei o video. Tenho muita vontade de fazer um intercambio. Admiro a sua coragem!,vanessa kantianis,2018-02-15T16:02:07Z
"Parei nesse vídeo super aleatoriamente, nunca tinha visto esse canal na vida e to chorando assistindo o reencontro kkkk ameiiii",Débora Karan,2018-02-15T04:34:07Z
aaaaah por mais gente como eles nesse mundo,priscila kim,2018-02-14T15:01:46Z
"Vim parar aqui no seu canal,não sei como,mas eu fiquei emocionado com sua história! 👍😍😀:-)",diego renan da. silva souza renan,2018-02-13T23:42:09Z
"Meu deus, são <a href=""https://www.youtube.com/watch?v=dPEXVZDBhdQ&amp;t=01m30s"">01:30</a> da manha, o que eu to fazendo aqui chorando???",Ellen,2018-02-13T04:34:30Z
"Mano,que foda❤️",Julia Lemos,2018-02-13T02:07:41Z
Eu chorei tanto... Mais tanto... Que lindo,Dayanne Aparecida Monteiro Cunha,2018-02-12T13:41:20Z
"ai mds, chorei aaaa❤",oioi Sena,2018-02-11T18:35:17Z
"Ai vou chorar,mano que pessoal FOFO 💖😭",Marcela Lima,2018-02-11T18:10:03Z
Não acredito que eu chorei,Mah Berlocher,2018-02-10T19:02:59Z
"Que lindooo, quanto amooor, chorei 😍❤",Andriely Albuquerque,2018-02-10T18:26:06Z
"Primeira vez que eu vejo o vídeo dela e também chorei, super emocionante",Izadora Melo,2018-02-10T17:31:29Z
"Eu chorei muito vendo esse vídeo, minha vontade de fazer intercâmbio só aumenta. As incrições abrem nesse ano, vou começar a pesquisar sobre. Sei que há família que não são tão acomodativa como essa, mas espero que minha experiência seja a melhor!",Camila Mendes,2018-02-09T22:50:54Z
Se eu chorei? Nada........,Maria Cecília Dall'Orto,2018-02-09T20:15:22Z
Mais uma inscrita!!!<br>eu gosto de pessoas..de reencontro de abraços e de AMOOOOR.<br>Amei esse vídeo.,Damaris Silva,2018-02-09T18:35:45Z
parece com o Will o bebê,Ana Caroline,2018-02-09T17:15:34Z
que legal!!! Imagino as emoções!!!,Fernanda Monteiro,2018-02-09T16:50:07Z
Nossa que lindo! Chorei hahahah,Ana Laura,2018-02-09T12:28:23Z
"AAH EU TO APAIXONADA POR ESSE VÍDEO!<br>Seu canal apareceu como relacionado com o meu e eu ja chorei logo no primeiro video hahahah<br>eu tem fiz intercambio de High school, tbm tive família louca e tem tive uma família maravilhosa depois e sei bem como é tudo! Eu fui visitar um ano depois mas ja faz 7 anos! Que experiencia linda Mila!",Marina Mattos,2018-02-09T10:22:51Z
Nossa. Muito legal. ❤️,Júlia Barreto,2018-02-08T17:28:36Z
Muito lindo! Amei!,Marcos Santos,2018-02-08T16:35:18Z
Muito lindo! Amei!,Marcos Santos,2018-02-08T16:35:17Z
Isso foi tão legal da sua parte,C: Soniah,2018-02-07T22:58:09Z
"Socorro, chorei com teu vídeo! ❤",Marci Pierre,2018-02-07T21:06:43Z
primeiro vídeo teu que eu vejo e já choro aaa,Giovana Morais,2018-02-07T07:06:16Z
E as gêmeas da sua primeira casa vc n foi visitar fiquei preocupado com elas,Vinicius Correia,2018-02-07T05:05:13Z
Chorei quando você entrou e ela gritou de felicidade,Isabelle Stefany,2018-02-07T03:59:11Z
"Bonito depoimento, principalmente sendo ele tão verdadeiro e repleto de emoção, parabéns.",JC VASS,2018-02-06T17:59:19Z
"Primeiro vídeo seu que vejo, chorei kkkkk Mano, não parece q vc tem 27 anos, lindaaa😂💚💚",Heloisa Gabriela,2018-02-06T16:30:06Z
"wow! I cried my eyes out. Meu primeiro contato com seu canal foi agora, quando o youtube sugeriu esse video e eu me identifiquei com o titulo. FAzem exatamente 9 anos que não vejo minha host family, desde 2009... mas ja tentei algumas vezes visitar e eu tive meus vistos negados. Imediatamente me senti no seu lugar, em cada situacao... chorei mais que vc acredite. Sabe aquela frase: quem diz que infância é a melhor fase da vida é pq não fez intercâmbio.  2 anos para mim pareceram uma vida e parece q foi ontem. Todas as experiências e sentimentos são tão intensos, inesquecíveis.... tantos os ruins que nos fizeram amadurecer mto em um curto espaço de tempo, quanto os bons que são absurdamente PRICELESS... recebi muito amor na minha estadia nos USA... por mais dificuldades que tenham havido... foi lá que recebi os mais sinceros I LOVE YOU da minha vida. Morro de saudades da minha host family. Brilhante sua ideia e sua atitude. adorei o video.",Natalia Almeida Martins,2018-02-06T15:31:40Z
Aaaaaaa ❤❤❤ me emocionei tanto com esse vídeo. Deve ser muito bom reencontrar as pessoas que te acolheram.,Raphaela Carvalho,2018-02-06T07:23:14Z
"Camila vc é uma pessoa muito marcante, pessoas como você deixam saudades.",Lex Derullo Salvatore,2018-02-06T07:20:10Z
Que pessoas amores e animadas,Adrielle M. Fernandes,2018-02-06T02:46:11Z
"Ahhh, eu sonho com o reencontro com a minha hosfamily todos os dias! Quero muito que chegue esse momento porquê a saudade é imensa!",Ruan Diniz,2018-02-06T02:40:16Z
Que lindo ❤️,Maria Clara Sasso,2018-02-06T02:22:24Z
Que música é essa que usou no vídeo ? Alguém sabe?,Gaby Fagundes,2018-02-06T02:09:16Z
"Chorei praticamente do começo ao fim, manteiga derretida que sou. &lt;3",Anne Almeida,2018-02-06T01:19:11Z
Primeiro vídeo que vejo do canal e já chorei com o vídeo kkkkkkkk A pessoa foi pelo mato 😂😂😂😂 nessa parte eu raxei,Jéssica Domingos,2018-02-05T23:03:18Z
"Que música é essa <a href=""https://www.youtube.com/watch?v=dPEXVZDBhdQ&amp;t=4m00s"">4:00</a>?",Maria Fernanda Brito,2018-02-05T23:00:11Z
Manooooooooo! Serioooo chorei muitoooo,Fernanda,2018-02-05T22:54:32Z
"Chorando lindamente q nem retardada, cara, senti a emoção de tds daqui...",Raquel Almeida,2018-02-05T16:05:35Z
Eu e minha mania de assistir videos q me fazem chorar logo de manhã,sério isso?,2018-02-05T08:41:31Z
“I don’t know but I still love you” Manooo que fofinhooo😍,Juliana Sayuri,2018-02-05T04:23:54Z
"<a href=""https://www.youtube.com/watch?v=dPEXVZDBhdQ&amp;t=4m11s"">4:11</a> vontade de chorar que fala né???? jesus me socorre 😢",Isabelle Santos,2018-02-05T01:56:48Z
Chorei,LUÍSA FIGUEIRA CARDOSO CORDEIRO DA SILVA FIGUEIRA,2018-02-05T01:43:07Z
"Chorei aqui acabei de achar seu vídeo e fiquei emocionada.<br>Fiz intercâmbio dois anos atrás e reencontrei minha hostfamily recentemente e foi simplesmente perfeito igual o seu encontro ,só um intercambista sabe como é essa experiência ter uma casa em outro lugar ,uma família que parece sua própria de sangue só que longe de vc, é realmente inesquecível",Ana Lu,2018-02-04T22:53:53Z
"Faz 5 Anos que não vejo minha Host Family, mas agora dia 18 de Fevereiro os encontrarei em Orlando ❤",Bruno Minetto,2018-02-04T22:04:05Z
Estou assistindo novamente 😍,ID NERD,2018-02-04T22:01:01Z
Chorando rios,helo,2018-02-04T21:04:35Z
Amei! Muito emocionante,Kellen Oliveira,2018-02-04T14:18:29Z
Nossa . Que massa .. amei o vídeo ...,Gomez Photography,2018-02-04T14:05:07Z
"Eu odeio chorar,mas não tem como😢❤",Thais Ramos,2018-02-04T06:15:24Z
Miga que músicas são essas...me passa o nome por favor ❤❤❤ amei,Guilherme Silva ,2018-02-04T06:03:36Z
Que lindo,Maria Vanzeler,2018-02-04T05:09:41Z
"Mds, é o primeiro vídeo que eu vejo seu, e tipo, e chorei mt tipo mt msm! Socorro! Vc é incrível! Me emocionei! ❤",Maria Clara Ferreira,2018-02-04T04:44:41Z
Q VÍDEO LINDOOOO :&#39;(,V.I. M,2018-02-04T04:03:45Z
"Eu fiz um intercâmbio de 20 dias pra Alemanha. Caí numa cidadezinha q eu nunca tinha ouvido falar na vida, bem pequena tbm. Mas fui muuuuito bem acolhida, só falava o basicao de alemão. Mas a família faz toda a diferença. Foram os 20 dias mais intensos da minha vida. Ganhei um pai, uma mãe e um irmão. E todos os dias tenho vontade de voltar. Já vai fazer três anos. E esse vontade só aumenta. É muito bom!",Nathalia Guilhermina,2018-02-04T03:22:24Z
tô fazendo o high school e tô mega emocionada só de me colocar no seu lugar... lindo demais. vou embora em julho e tô sofrendo só de pensar em deixar minha host family kkk a ligação e forte demais!!!,Victoria Rosal,2018-02-04T02:11:46Z
Chorei rios,Berenice Rabelo,2018-02-04T00:07:56Z
Eu chorei vendo esse vídeo ❤️,Lyvia Rocha,2018-02-04T00:00:04Z
Que vídeo lindo ♡,Laiza Lima,2018-02-03T22:26:02Z
eu to chorando,Júlia,2018-02-03T22:16:37Z
Primeiro vídeo seu que eu vejo. E estou emocionada também.  Só quem já fez intercâmbio sabe do sentimento ❤,Anielly Araújo,2018-02-03T20:06:18Z
Chorei kkkk,Rafaela Maciel,2018-02-03T19:55:45Z
Chorei! ❤,Sabrina Almeida,2018-02-03T19:37:06Z
Caí de paraquedas aqui e chorei horrores :&#39;),Via Láy,2018-02-03T17:51:03Z
mano eu chorei KKK,Isadora Peruch,2018-02-03T17:08:48Z
Que emoção fico feliz por vc,Yasmin Rodrigues,2018-02-03T16:53:27Z
Chorei demais cara 😢❤❤,Isabel Gondim,2018-02-03T16:44:33Z
chorei,Isabela Jacob,2018-02-03T12:20:33Z
Aaah que familia maravilhosa,Andressa C,2018-02-03T06:22:01Z
"Gente, esse vídeo apareceu como &quot;recomendado&quot; pra mim e resolvi assistir despretensiosamente... Agora tô aqui chorando com esses reencontros kkkkk",Fernanda Correia,2018-02-03T04:04:45Z
o primeiro vídeo dela que assisti.. você é top,Carlos Manoel,2018-02-03T03:49:57Z
Essa Música ❤,Sam menedes,2018-02-02T20:48:32Z
"<a href=""https://www.youtube.com/watch?v=dPEXVZDBhdQ&amp;t=5m43s"">5:43</a> <br>Idk, but I still love you <b>morta estou</b> (Desculpa se escrevi errado)",luana_sun,2018-02-02T20:18:22Z
Chorei,Bia Gomes,2018-02-02T19:21:13Z
Ja fazem 4 anos que não  vejo minha host family mas ainda sonho em voltar lá  e rever todo mundo!,Bea A,2018-02-02T18:42:45Z
Ai que demaaais! Fui au pair em 2009 e minha kid tbm ta com 19! kkkkk Mas eu não fui visita-los pq todas as kids ja foram embora pra faculdade :),Ariane Esteves Rios,2018-02-02T18:42:24Z
como não chorar?,Isadora Caroline,2018-02-02T18:15:42Z
"eu chorei muito, que vídeo lindo !! ❤️",Ana beatriz Gomes,2018-02-02T17:38:30Z
