Title,Channel,Views,Likes,Category ID,Category Name,Timestamp
O GABRIEL e a LAVINIA se reencontraram!!,Paty,455354,21198,24,Entertainment,2023-04-20 12:11:19
"BBB 23: ALINE, CEZAR OU AMANDA: QUEM VOCÊ QUER ELIMINAR NO PAREDÃO DE HOJE?",Chico Barney ,37574,4405,24,Entertainment,2023-04-20 12:11:19
OBRIGUEI O APUH A QUEBRAR O THE END INTEIRO - STONKSCRAFT 2,Dlet,109346,12416,20,Gaming,2023-04-20 12:11:19
"TCHAU, FERNANDO LÁZARO! CRAQUE NETO DETONA DERROTA DO CORINTHIANS PARA O REMO",Craque Neto 10,83901,3767,17,Sports,2023-04-20 12:11:20
SOBREVIVA A PRISÃO LARANJA POR UM DIA !,MALOUCOS,322758,6718,24,Entertainment,2023-04-20 12:11:20
Menor Celular do Mundo,Geleia TV,469427,23288,24,Entertainment,2023-04-20 12:11:20
ELES QUEREM ME BANIR DA SÉRIE... - StonksCraft 2,Apuh,255635,25340,20,Gaming,2023-04-20 12:11:20
A CADA WI-FI O MINECRAFT FICA MAIS REALISTA,Gui,301658,5189,20,Gaming,2023-04-20 12:11:20
QUARTO DE HÓSPEDES PRONTO PRA RECEBER A VOVÓ SPA DAY DO CASAL TEM COISAS QUE NÃO VAMOS ACEITAR !,SEGREDOS DA MA,186317,0,22,People & Blogs,2023-04-20 12:11:20
Saiba qual a única boa solução para o Flamengo esperar Jorge Jesus e tentar ser competitivo até lá,Mauro Cezar,58133,6384,17,Sports,2023-04-20 12:11:20
